word,notAllowHomophoneNum,allowHomophoneNum,isCommonlyUsed
富国彊兵,42,50,false
富国强兵,42,50,false
富国强民,29,32,false
富国裕民,29,32,false
富家大室,7,52,false
富家巨室,7,52,false
富堪敌国,20,23,false
富可敌国,20,23,false
富丽堂皇,4,10,true
富轹万古,14,29,false
富埒陶白,101,108,false
富埒王侯,2,6,false
富面百城,5,20,false
富商大贾,0,18,false
富商巨贾,0,18,false
富商蓄贾,0,18,false
富室大家,56,74,false
富于春秋,29,33,false
富在知足,18,22,false
缚鸡之力,25,57,false
腹饱万言,118,146,false
腹背受敌,8,22,true
腹背之毛,17,23,false
腹非心谤,0,6,false
腹诽心谤,0,6,false
腹热肠荒,8,14,false
腹热肠慌,5,11,false
腹热心煎,2,33,false
腹心相照,6,12,false
腹心之患,4,13,false
腹心之疾,30,80,false
腹有鳞甲,2,20,false
腹载五车,18,22,false
腹中兵甲,2,20,false
覆巢毁卵,2,4,false
覆巢无完卵,2,4,false
覆车之轨,0,13,false
覆车之鉴,6,37,false
覆车之戒,2,23,false
覆地翻天,176,183,false
覆海移山,70,84,false
覆军杀将,32,41,false
覆鹿寻蕉,0,24,false
覆盆难照,6,12,false
覆盆之冤,7,22,false
覆去翻来,25,27,false
覆水难收,13,22,false
覆亡无日,132,132,false
覆盂之安,79,85,false
覆雨翻云,90,99,false
覆舟之戒,2,23,false
覆宗灭祀,0,11,false
改步改玉,59,95,false
改操易节,4,25,false
改朝换代,8,15,false
改朝换姓,0,13,false
改恶从善,22,36,false
改恶为善,22,36,false
改恶向善,22,36,false
改恶行善,22,36,false
改而更张,30,40,false
改过不吝,0,8,false
改过从善,22,36,false
改过迁善,22,36,false
改过自新,13,22,false
改过作新,13,22,false
改换家门,24,26,false
改换门闾,1,8,false
改换门楣,0,7,false
改换门庭,0,5,false
改换头面,55,63,false
改节易操,18,20,false
改柯易节,4,25,false
改柯易叶,3,10,false
改口沓舌,8,18,false
改梁换柱,2,33,false
改名换姓,0,13,false
改名易姓,0,13,false
改曲易调,24,32,false
改容易貌,8,14,false
改是成非,15,28,false
改俗迁风,172,186,false
改天换地,28,42,false
改头换面,55,63,false
改头换尾,3,35,false
改途易辙,1,8,false
改往修来,25,27,false
改弦更张,30,40,false
改弦易调,24,32,false
改弦易张,30,40,false
改弦易辙,1,8,false
改邪归正,45,56,false
改行从善,22,36,false
改行迁善,22,36,false
改行为善,22,36,false
改姓更名,56,63,false
改姓易代,8,15,false
改玉改步,13,21,false
改玉改行,56,69,false
改辕易辙,1,8,false
改张易调,24,32,false
改辙易途,2,12,true
改政移风,172,186,false
改柱张弦,4,23,false
盖不由己,2,52,false
盖棺定论,20,23,false
盖棺论定,3,8,false
盖棺事定,3,8,false
盖世无双,9,12,false
盖世英雄,14,19,false
盖世之才,43,50,false
盖头换面,55,63,false
概莫能外,15,16,false
概日凌云,90,99,false
干巴利脆,0,6,false
干巴利落,24,34,false
干柴烈火,29,37,false
干城之将,32,41,false
干脆利落,24,34,false
干脆利索,4,8,false
干端坤倪,0,7,false
干父之蛊,0,15,false
干干翼翼,1,47,false
干戈载戢,1,51,false
干将莫邪,10,17,false
干净利落,24,34,false
干净利索,4,8,false
干名采誉,1,37,false
干名犯义,19,65,false
干卿底事,43,88,false
干啼湿哭,4,8,false
干霄蔽日,132,132,false
干霄凌云,90,99,false
干云蔽日,132,132,false
甘败下风,172,186,false
甘拜下风,172,186,false
甘处下流,54,59,false
甘分随时,39,84,false
甘瓜苦蒂,0,14,false
甘井先竭,9,30,false
甘居人后,25,29,false
甘苦与共,4,17,false
甘冒虎口,55,58,false
甘贫乐道,56,64,false
甘贫守分,74,82,false
甘泉必竭,9,30,false
甘死如饴,0,46,false
甘棠遗爱,29,39,false
甘棠之爱,29,39,false
甘棠之惠,4,28,false
甘心瞑目,88,98,false
甘心情原,10,25,false
甘心情愿,0,15,false
甘心如荠,0,50,false
甘心首疾,30,80,false
甘言厚礼,14,46,false
甘言美语,20,56,false
甘雨随车,18,22,false
甘之如荠,0,50,false
甘之如饴,0,46,false
甘之若素,10,17,false
甘旨肥浓,10,11,false
肝肠寸断,58,60,false
肝胆楚越,5,13,false
肝胆过人,168,176,false
肝胆胡越,5,13,false
肝胆披沥,7,39,false
肝胆涂地,28,42,false
肝胆相照,6,12,false
肝胆欲碎,10,17,false
肝胆照人,168,176,false
肝脑涂地,28,42,true
肝髓流野,13,20,false
肝心若裂,5,10,false
肝心涂地,28,42,false
竿头日进,83,103,false
竿头日上,41,46,false
竿头一步,13,21,false
竿头直上,41,46,false
赶尽杀绝,26,38,false
赶浪头,40,43,false
赶鸭子上架,5,23,false
敢不承命,10,17,false
敢怒而不敢言,118,146,false
敢怒敢言,118,146,false
敢为敢做,13,19,false
敢勇当先,35,54,false
敢怨而不敢言,118,146,false
敢作敢当,36,39,false
敢作敢为,35,67,false
感戴二天,176,183,false
感恩戴德,24,26,false
感恩怀德,24,26,false
感恩图报,7,19,false
感激不尽,17,37,false
感激涕零,7,19,false
感极涕零,7,19,false
感今怀昔,0,31,false
感今思昔,0,31,false
感今惟昔,0,31,false
感旧之哀,18,28,false
感慨激昂,13,16,false
感慨万端,3,5,false
感慨万千,162,177,false
感慨系之,4,40,false
感情用事,43,88,false
感人肺腑,0,37,false
感人肺肝,12,19,false
感人心脾,0,14,false
感深肺腑,0,37,false
感天动地,28,42,false
感同身受,1,10,false
感遇忘身,54,64,false
旰食宵衣,40,86,false
旰食之劳,15,19,false
刚愎自用,17,26,false
刚肠嫉恶,30,45,false
刚戾自用,17,26,false
刚柔相济,15,65,false
刚毅木讷,1,1,false
刚正不阿,20,35,false
刚直不阿,20,35,false
刚中柔外,15,16,false
岗头泽底,0,14,false
纲纪废弛,2,19,false
纲举目张,30,40,false
纲目不疏,3,27,false
纲挈目张,30,40,false
纲提领挈,2,8,false
钢浇铁铸,5,36,false
钢筋铁骨,17,32,false
高岸深谷,2,17,false
高傲自大,198,203,false
高不成，低不就,6,19,false
高不成低不就,6,19,false
高不凑低不就,6,19,false
高不辏低不就,6,19,false
高不可登,19,23,false
高不可攀,16,22,false
高步阔视,41,86,false
高步通衢,0,10,false
高步云衢,0,10,false
高才大德,24,26,false
高才大学,21,27,false
高才疾足,18,22,false
高才捷足,18,22,false
高才绝学,21,27,false
高才远识,16,61,false
高才卓识,16,61,false
高材疾足,18,22,false
高材捷足,18,22,false
高唱入云,90,99,false
高车驷马,54,59,false
高城深池,7,24,false
高出一筹,0,10,false
高蹈远举,44,71,false
高遏行云,90,99,false
高而不危,16,48,false
高飞远遁,26,29,false
高飞远集,6,56,false
高飞远举,44,71,false
高飞远翔,0,14,false
高飞远走,18,19,false
高风劲节,4,25,false
高风峻节,4,25,false
高风亮节,4,25,false
高凤自秽,1,25,false
高高在上,41,46,true
高歌猛进,83,103,true
高顾遐视,41,86,false
高官厚禄,0,12,false
高官极品,8,11,false
高官显爵,0,12,false
高官重禄,0,12,false
高官尊爵,0,12,false
高冠博带,8,15,false
高见远识,16,61,false
高节清风,172,186,false
高居深拱,6,19,false
高举深藏,17,20,false
高举远蹈,21,29,false
高爵厚禄,0,12,false
高爵重禄,0,12,false
高垒深沟,1,8,false
高楼大厦,0,6,false
高门大户,5,22,false
高门大屋,6,26,false
高名大姓,0,13,false
高明远识,16,61,false
高睨大谈,26,40,false
高鸟尽，良弓藏,17,20,false
高朋满座,0,6,false
高情厚谊,2,48,false
高情逸态,0,5,false
高情逸兴,29,42,false
高情远意,31,77,false
高情远韵,0,9,false
高情远致,1,37,false
高人雅士,6,51,false
高人一筹,0,10,false
高人一等,8,12,false
高人逸士,6,51,false
高山景行,56,69,false
高山峻岭,0,12,false
高山流水,79,81,false
高山仰之,4,40,false
高山仰止,8,44,false
高深莫测,0,3,false
高识远见,73,104,false
高世骇俗,3,10,false
高视阔步,13,21,false
高耸入云,90,99,false
高抬贵手,30,39,false
高抬明镜,5,24,false
高谈大论,20,23,false
高谈弘论,20,23,false
高谈阔论,20,23,true
高谈雄辩,3,11,false
高谈虚论,20,23,false
高堂大厦,0,6,false
高天厚地,28,42,false
高头大马,54,59,false
高头讲章,4,14,false
高位厚禄,0,12,false
高位重禄,0,12,false
高文大册,0,3,false
高文典册,0,3,false
高文典策,4,7,false
高卧东山,70,84,false
高屋建瓴,0,12,false
高下其手,30,39,false
高下任心,199,208,false
高下在口,55,58,false
高下在手,30,39,false
高下在心,199,208,false
高翔远引,53,71,false
高姓大名,56,63,false
高悬秦镜,5,24,false
高牙大纛,0,8,false
高阳酒徒,12,22,false
高义薄云,90,99,false
高义薄云天,176,183,false
高斋学士,6,51,false
高瞻远瞩,0,31,false
高掌远跖,2,38,false
高掌远蹠,1,37,false
高枕安寝,12,24,false
高枕安卧,6,11,false
高枕而卧,6,11,false
高枕无忧,14,32,false
高枕勿忧,14,32,false
高自标树,16,40,false
高自标誉,1,37,false
高自标置,12,48,false
高自位置,12,48,false
高足弟子,7,22,false
膏场绣浍,0,2,false
膏车秣马,54,59,false
膏唇贩舌,8,18,false
膏唇岐舌,8,18,false
膏唇试舌,8,18,false
膏唇拭舌,8,18,false
膏肓之疾,30,80,false
膏火之费,2,15,false
膏火自煎,2,33,false
膏梁锦绣,2,12,false
膏梁纨裦,0,4,false
膏梁子弟,0,14,false
膏粱锦绣,2,12,false
膏粱年少,15,20,false
膏粱纨裦,0,4,false
膏粱文绣,2,12,false
膏粱子弟,0,14,false
膏腴贵游,28,46,false
膏腴之地,28,42,false
膏腴子弟,0,14,false
膏泽脂香,15,29,false
櫜弓戢戈,0,7,false
櫜弓戢矢,8,53,false
櫜弓卧鼓,25,40,false
櫜甲束兵,42,50,false
缟纻之交,15,39,false
槁木死灰,12,36,false
槁苏暍醒,0,13,false
槁项黄馘,0,15,false
槁项黧馘,0,3,false
槁项没齿,24,41,false
槁形灰心,199,208,false
告贷无门,24,26,false
告老还家,56,74,false
告老还乡,2,16,false
告老在家,56,74,false
告朔饩羊,10,21,false
告往知来,25,27,false
割臂盟公,33,46,false
割臂之盟,0,6,false
割地称臣,1,10,false
割地求和,17,30,false
割肚牵肠,0,13,false
割恩断义,19,65,false
割股疗亲,13,25,false
割股之心,199,208,false
割骨疗亲,13,25,false
割鸡焉用牛刀,16,24,false
割襟之盟,0,6,false
割据一方,27,34,false
割肉补疮,0,5,false
割肉饲虎,36,53,false
割席分坐,47,53,false
割须弃袍,0,8,false
歌功颂德,24,26,false
歌楼舞榭,0,14,false
歌声绕梁,1,6,false
歌台舞榭,0,14,false
歌舞升平,33,39,false
歌莺舞燕,50,78,false
歌于斯，哭于斯,2,13,false
革带移孔,6,9,false
革凡成圣,4,14,false
革凡登圣,4,14,false
革风易俗,3,10,false
革故鼎新,13,22,false
革故立新,13,22,false
革奸铲暴,14,26,false
革旧从新,13,22,false
革旧鼎新,13,22,false
革旧图新,13,22,false
革旧维新,13,22,false
革面革心,199,208,false
革面敛手,30,39,false
革面悛心,199,208,false
革面洗心,199,208,false
革命创制,0,36,false
革命反正,45,56,false
革图易虑,0,7,false
革邪反正,45,56,false
革心易行,56,69,false
革新变旧,17,30,false
格不相入,31,39,false
格高意远,24,39,false
格格不纳,7,9,false
格格不入,31,39,false
格格不吐,10,20,false
格古通今,13,33,false
格杀不论,20,23,false
格杀弗论,20,23,false
格杀无论,20,23,false
格杀勿论,20,23,false
格物穷理,9,41,false
格物致知,48,84,false
格于成例,2,34,false
葛屦履霜,7,10,false
隔岸观火,29,37,false
隔壁撺椽,0,6,false
隔壁听话,10,17,false
隔年皇历,16,48,false
隔皮断货,4,12,false
隔墙有耳,34,39,false
隔山买老牛,35,37,false
隔世之感,22,29,false
隔屋撺椽,0,6,false
隔行如隔山,70,84,false
隔靴爬痒,0,11,false
隔靴搔痒,0,11,false
隔靴抓痒,0,11,false
个中妙趣,0,10,false
个中滋味,2,34,false
各安生业,3,10,false
各奔前程,0,15,false
各不相谋,14,15,false
各不相让,4,6,false
各持己见,73,104,false
各从其志,19,55,false
各得其所,11,15,false
各得其宜,3,49,false
各个击破,60,64,false
各尽所能,19,19,false
各就各位,2,34,false
各取所长,74,87,false
各取所需,0,15,false
各人自扫门前雪,23,29,false
各色各样,0,11,false
各色名样,0,11,false
各色人等,8,12,false
各式各样,0,11,true
各抒己见,73,104,false
各抒所见,73,104,false
各司其事,43,88,false
各为其主,8,39,false
各行其是,10,55,false
各行其志,19,55,false
各有千秋,29,33,false
各有所长,74,89,false
各有所短,13,15,false
各有所好,50,58,false
各有所职,0,36,false
各执己见,73,104,false
各执一词,15,21,false
各自为战,10,25,false
各自为政,6,17,false
根椽片瓦,10,12,false
根孤伎薄,6,18,false
根结盘固,4,19,false
根结盘据,5,32,false
根据盘互,5,22,false
根据槃互,5,22,false
根牢蒂固,4,19,false
根连株拔,41,49,false
根连株逮,0,7,false
根盘蒂结,7,28,false
根蟠节错,6,12,false
根深本固,4,19,false
根深柢固,4,19,false
根深蒂固,4,19,true
根深蒂结,7,28,false
根深叶茂,0,6,false
根深枝茂,0,6,false
根生土长,74,84,false
根牙盘错,6,12,false
根牙磐错,6,12,false
根株附丽,2,34,false
根株结盘,12,18,false
根株牵连,69,78,false
亘古不灭,5,6,false
亘古亘今,13,33,false
亘古奇闻,23,30,false
亘古通今,13,33,false
亘古未有,137,155,false
亘古新闻,23,30,false
更长梦短,13,15,false
更唱迭和,17,30,false
更唱叠和,17,30,false
更待干罢,0,8,false
更进一竿,3,10,false
更阑人静,6,25,false
更令明号,4,12,false
更名改姓,0,13,false
更难仆数,13,37,false
更仆难尽,17,37,false
更仆难数,13,37,false
更仆难终,9,17,false
更上一层楼,3,8,false
更深人静,6,25,false
更深夜静,6,25,false
更弦改辙,1,8,false
更弦易辙,1,8,false
更姓改物,26,46,false
庚癸频呼,20,37,false
庚癸之呼,20,37,false
耕当问奴,3,7,false
耕耘树艺,1,47,false
羹藜含糗,0,4,false
羹藜唅糗,0,4,false
绠短汲深,76,86,false
绠短绝泉,0,6,false
耿耿于怀,25,28,true
耿耿于心,199,208,false
梗泛萍漂,3,5,false
梗泛萍飘,18,20,false
梗迹蓬飘,18,20,false
梗迹萍踪,0,3,false
梗顽不化,17,24,false
工力悉敌,8,22,false
工欲善其事，必先利其器,6,44,false
弓调马服,3,40,false
弓影杯蛇,8,18,false
弓影浮杯,21,31,false
弓折刀尽,17,37,false
公报私仇,4,14,false
公报私雠,0,10,true
公才公望,47,57,false
公道合理,9,41,false
公而忘私,2,13,false
公尔忘私,2,13,false
公耳忘私,2,13,true
公规密谏,1,32,false
公买公卖,31,36,false
公门桃李,8,40,false
公明正大,198,203,false
公平合理,9,41,false
公平交易,14,60,true
公平无私,2,13,false
公平正直,34,70,false
公事公办,0,8,false
公是公非,15,28,false
公说公有理，婆说婆有理,9,41,false
公私兼顾,22,37,false
公私交困,5,9,false
公私两便,3,11,false
公私两济,15,65,false
公私两利,22,54,false
公听并观,20,28,false
公修公德，婆修婆德,24,26,false
公正不阿,20,35,false
公正廉洁,7,28,false
公正廉明,70,77,false
公正无私,2,13,false
公之于众,66,74,false
公忠体国,20,23,false
公诸同好,50,58,false
公子哥儿,4,9,false
公子王孙,1,2,false
功败垂成,46,61,false
功标青史,1,46,false
功薄蝉翼,1,47,false
功成不居,20,47,false
功成弗居,20,47,false
功成骨枯,29,33,false
功成名就,6,19,false
功成名遂,7,14,false
功成身退,9,13,false
功成行满,33,41,false
功到自然成,46,61,false
功德无量,17,22,false
功德圆满,33,41,false
功盖天下,31,44,false
功高不赏,22,27,false
功高盖世,13,58,false
功高望重,78,86,false
功高震主,8,39,false
功亏一篑,0,9,false
功名富贵,21,34,false
功名利禄,0,12,false
功若丘山,70,84,false
功遂身退,9,13,false
功行圆满,33,41,false
功一美二,21,26,false
攻城掠地,28,42,false
攻城略地,28,42,false
攻城野战,10,25,false
攻过箴阙,0,6,false
攻疾防患,4,13,false
攻苦茹酸,2,3,false
攻苦食啖,0,16,false
攻苦食淡,12,28,false
攻苦食俭,6,37,false
攻其不备,4,14,false
攻其无备,4,14,false
攻其一点，不及其余,21,57,false
攻守同盟,0,6,false
攻无不克,13,26,false
攻无不克，战无不胜,4,14,false
攻无不取，战无不胜,4,14,false
攻瑕索垢,0,7,false
攻瑕指失,22,67,false
攻心扼吭,0,2,false
攻心为上,41,46,false
供不应求,26,30,true
供过于求,26,30,true
宫车晏驾,5,23,false
宫邻金虎,36,53,false
恭而有礼,14,46,false
恭逢其盛,14,24,false
恭贺新禧,0,31,false
恭敬不如从命,10,17,false
恭敬桑梓,0,15,false
恭默守静,6,25,false
恭行天罚,2,5,false
躬蹈矢石,15,60,false
躬逢其盛,14,24,false
躬耕乐道,56,64,false
躬擐甲胄,0,9,false
躬冒矢石,15,60,false
躬体力行,56,69,false
躬先士卒,0,4,false
躬行节俭,6,37,false
躬行实践,2,33,false
躬自菲薄,6,19,false
龚行天罚,2,5,false
觥筹交错,6,12,false
觥饭不及壶飧,0,1,false
拱肩缩背,27,37,false
拱手而降,12,26,false
拱手让人,168,176,false
拱手听命,10,17,false
拱揖指挥,14,38,false
拱揖指麾,0,24,false
拱挹指麾,0,24,false
共贯同条,7,13,false
共商国是,10,55,false
共挽鹿车,18,22,false
共为唇齿,24,41,false
共枝别干,19,26,false
贡禹弹冠,10,18,false
勾魂摄魄,5,9,false
勾心斗角,3,27,false
沟满壕平,33,39,false
沟满濠平,33,39,false
钩金舆羽,3,39,false
钩深极奥,1,10,false
钩深索隐,18,36,false
钩深图远,24,39,false
钩深致远,24,39,false
钩心斗角,3,27,false
钩玄猎秘,2,12,false
钩玄提要,6,23,false
钩元提要,6,23,false
钩元摘秘,2,12,false
钩章棘句,2,29,false
钩辀格磔,0,7,false
钩爪锯牙,5,15,false
篝火狐鸣,17,24,false
狗傍人势,20,65,false
狗逮老鼠,28,52,false
狗党狐朋,2,9,false
狗党狐群,15,17,false
狗盗鸡鸣,17,24,false
狗盗鸡啼,3,21,false
狗盗鼠窃,6,12,false
狗颠屁股,2,17,false
狗恶酒酸,2,3,false
狗吠不惊,65,84,false
狗吠非主,8,39,false
狗吠之惊,65,84,false
狗吠之警,0,19,false
狗肺狼心,199,208,false
狗苟蝇营,6,24,false
狗急跳墙,6,13,false
狗口里生不出象牙,5,15,false
狗口里吐不出象牙,5,15,false
狗马声色,10,13,false
狗拿耗子,7,22,false
狗皮膏药,3,20,false
狗屁不通,61,69,false
狗偷鼠窃,6,12,false
狗头军师,8,53,false
狗头鼠脑,0,3,false
狗尾貂续,2,17,false
狗尾续貂,3,11,false
狗心狗行,56,69,false
狗行狼心,199,208,false
狗续貂尾,3,35,false
狗续侯冠,10,18,false
狗续金貂,3,11,false
狗血淋头,40,43,false
狗血喷头,40,43,false
狗眼看人,168,176,false
狗咬吕洞宾,8,10,false
狗仗官势,20,65,false
狗仗人势,20,65,false
狗彘不如,120,128,false
狗彘不若,24,25,false
狗彘不食,49,94,false
狗彘不食其余,21,57,false
狗猪不食其余,21,57,false
狗追耗子,7,22,false
狗走狐淫,10,28,false
狗嘴里吐不出象牙,5,15,false
苟安一隅,0,36,false
苟合取容,3,9,false
苟且偷安,79,85,false
苟且偷生,48,58,false
苟且之心,199,208,false
苟全性命,10,17,false
苟延残喘,2,8,false
苟延残息,6,37,false
诟龟呼天,176,183,false
诟如不闻,23,30,false
垢面蓬头,40,43,false
姑射神人,168,176,false
姑妄听之,4,40,false
姑妄言之,4,40,false
姑息养奸,1,32,false
姑置勿论,20,23,false
孤傲不群,15,17,false
孤标傲世,13,58,false
孤标独步,13,21,false
孤臣孽子,7,22,false
孤俦寡匹,13,27,false
孤雏腐鼠,28,52,false
孤雌寡鹤,25,38,false
孤犊触乳,4,12,false
孤独鳏寡,11,15,false
孤独矜寡,11,15,false
孤恩负义,19,65,false
孤儿寡妇,5,42,false
孤芳自赏,22,27,false
孤寡鳏独,48,62,false
孤鸿寡鹄,4,21,false
孤魂野鬼,37,50,false
孤家寡人,168,176,false
孤军奋战,10,25,false
孤军深入,31,39,false
孤军作战,10,25,false
孤苦仃俜,0,6,false
孤苦伶仃,0,5,false
孤苦零丁,3,8,false
孤立寡与,23,59,false
孤立无援,4,19,false
孤立无助,8,39,false
孤陋寡闻,23,30,false
孤履危行,56,69,false
孤鸾寡鹄,4,21,false
孤鸾照镜,5,24,true
孤身只影,3,21,false
孤豚腐鼠,28,52,false
孤文断句,2,29,false
孤文只义,19,65,false
孤行己见,73,104,false
孤行己意,31,77,false
孤行一意,31,77,false
孤形吊影,3,21,false
孤悬浮寄,5,55,false
孤悬客寄,5,55,false
孤学坠绪,0,15,false
孤云野鹤,25,38,false
孤掌难鸣,17,24,false
孤舟独桨,0,9,false
孤注一掷,7,43,true
沽名吊誉,1,37,false
沽名钓誉,1,37,false
沽名干誉,1,37,false
沽名卖直,34,70,false
沽名要誉,1,37,false
沽誉钓名,56,63,false
沽誉买直,34,70,false
辜恩背义,19,65,false
辜恩负义,19,65,false
毂击肩摩,11,26,false
毂交蹄劘,0,15,false
鹘仑吞枣,0,7,false
鹘入鸦群,15,17,false
古道热肠,0,13,false
古调不弹,17,31,false
古调单弹,17,31,false
古肥今瘠,3,12,false
古今中外,15,16,true
古井不波,12,25,false
古井无波,12,25,false
古貌古心,199,208,false
古木参天,176,183,false
古色古香,15,29,false
古圣先贤,4,23,false
古是今非,15,28,false
古往今来,25,27,false
古为今用,17,26,false
古稀之年,22,27,false
谷父蚕母,2,12,false
谷贱伤农,0,1,false
谷马砺兵,42,50,false
股肱之力,25,57,false
股战而栗,0,32,false
股掌之上,41,46,false
骨鲠在喉,0,4,false
骨鲠之臣,1,10,false
骨寒毛竖,1,25,false
骨化风成,46,61,false
骨化形销,7,30,false
骨肉离散,6,7,false
骨肉团圆,5,20,false
骨肉未寒,17,33,false
骨肉相残,23,31,false
骨肉相连,69,78,false
骨肉至亲,13,25,false
骨软筋麻,6,11,false
骨软筋酥,0,7,false
骨软肉酥,0,7,false
骨瘦如柴,6,9,false
骨瘦如豺,9,12,false
骨瘦形销,7,30,false
骨腾肉飞,65,78,false
蛊惑人心,199,208,false
鹄面鸠形,27,40,false
鹄形菜色,10,13,false
鹄形鸟面,55,63,false
鹄峙鸾停,5,10,false
鹄峙鸾翔,0,14,false
鼓吹喧阗,0,7,false
鼓唇弄舌,8,18,false
鼓唇摇舌,8,18,false
鼓唇咋舌,8,18,false
鼓腹含哺,1,9,false
鼓腹含和,17,30,false
鼓腹击壤,0,2,false
鼓鼓囊囊,9,9,false
鼓角齐鸣,17,24,false
鼓睛暴眼,27,55,false
鼓乐齐鸣,17,24,false
鼓乐喧天,176,183,false
鼓脑争头,40,43,false
鼓馁旗靡,17,27,false
鼓盆之戚,0,38,false
鼓旗相当,36,39,false
鼓舌掀簧,0,6,false
鼓舌扬唇,15,22,false
鼓舌摇唇,15,22,false
鼓衰力尽,17,37,false
鼓吻奋爪,0,6,false
鼓吻弄舌,8,18,false
鼓舞欢忻,0,9,false
鼓舞欢欣,3,12,false
鼓舞人心,199,208,false
鼓眼努睛,0,19,false
瞽言萏议,7,53,false
瞽言妄举,44,71,false
固壁清野,13,20,false
固步自封,9,23,false
固若金汤,3,9,false
固执成见,73,104,false
固执己见,73,104,false
故步自封,9,23,false
故步自画,41,48,false
故宫禾黍,2,26,false
故伎重演,0,28,false
故技重演,0,28,false
故家乔木,14,24,false
故剑情深,76,86,false
故旧不弃,47,85,false
故弄虚玄,5,19,false
故弄玄虚,23,38,false
故人之意,31,77,false
故入人罪,20,24,false
故甚其词,15,21,false
故态复还,15,24,false
故态复萌,0,6,false
故态复作,24,30,false
故土难离,29,61,false
故我依然,2,4,false
故纸堆,5,6,false
故作高深,76,86,false
故作玄虚,23,38,false
顾此失彼,6,32,false
顾而言他,5,10,false
顾复之恩,20,21,false
顾后瞻前,49,64,false
顾景惭形,27,40,false
顾虑重重,78,84,false
顾名思义,19,65,false
顾盼多姿,0,15,false
顾盼神飞,65,78,false
顾盼生辉,1,25,false
顾盼生姿,0,15,false
顾盼自豪,16,24,false
顾盼自雄,14,19,false
顾前不顾后,25,29,false
顾曲周郎,1,8,false
顾全大局,8,35,false
顾犬补牢,3,7,false
顾头不顾尾,3,35,false
顾小失大,198,203,false
顾影惭形,27,40,false
顾影弄姿,0,15,false
顾影自怜,6,15,false
顾左右而言他,5,10,false
瓜瓞绵绵,7,15,false
瓜分鼎峙,0,36,false
瓜分豆剖,13,15,false
瓜葛相连,69,78,false
瓜李之嫌,4,23,false
瓜连蔓引,53,71,false
瓜皮搭李树,16,40,false
瓜剖豆分,74,82,false
瓜区豆分,74,82,false
瓜熟蒂落,24,34,false
瓜田不纳履，李下不正冠,10,18,false
瓜田李下,31,44,false
瓜田之嫌,4,23,false
瓜字初分,74,82,false
刮肠洗胃,0,32,false
刮地皮,7,21,false
刮垢磨光,22,23,false
刮垢磨痕,0,1,false
刮骨抽筋,2,22,false
刮骨去毒,5,19,false
刮目相待,8,15,false
刮目相见,73,104,false
刮目相看,15,21,true
刮野扫地,28,42,false
呱呱堕地,28,42,false
呱呱坠地,28,42,false
寡不敌众,66,74,false
寡不胜众,66,74,false
寡二少双,9,12,false
寡凫单鹄,4,21,false
寡鹄孤鸾,29,31,false
寡见少闻,23,30,false
寡见鲜闻,23,30,false
寡廉鲜耻,3,20,false
寡情薄意,31,77,false
寡人之疾,30,80,false
寡闻少见,73,104,false
寡信轻诺,0,3,false
挂灯结彩,3,10,false
挂肚牵肠,0,13,false
挂肚牵心,199,208,false
挂冠归去,16,26,false
挂冠求去,16,26,false
挂席为门,24,26,false
挂羊头，卖狗肉,12,13,false
挂羊头卖狗肉,12,13,false
挂一漏万,83,93,false
挂印悬牌,0,2,false
乖唇蜜舌,8,18,false
乖僻邪谬,6,7,false
乖嘴蜜舌,8,18,false
拐弯抹角,3,27,false
怪诞不经,19,38,false
怪诞诡奇,17,55,false
怪力乱神,123,133,false
怪模怪样,0,11,false
怪声怪气,43,81,false
怪事咄咄,6,13,false
怪形怪状,0,4,false
怪雨盲风,172,186,false
关怀备至,17,53,false
关门闭户,5,22,false
关门打狗,45,52,false
关门大吉,12,62,false
关门落闩,0,0,false
关门养虎，虎大伤人,168,176,false
关情脉脉,1,6,false
关山迢递,1,15,false
关山阻隔,12,19,false
关心民瘼,0,15,true
观风察俗,3,10,false
观过知仁,17,25,false
观化听风,172,186,false
观机而动,15,22,false
观机而作,24,30,false
观今宜鉴古,14,29,false
观貌察色,10,13,false
观眉说眼,27,55,false
观山玩水,79,81,false
观往知来,25,27,false
观望不前,49,64,false
观衅伺隙,1,32,false
观形察色,10,13,false
观隅反三,188,189,false
观者成堵,0,14,false
观者如堵,0,14,false
观者如垛,0,7,false
观者如市,7,52,false
观者如云,90,99,false
观者如织,2,38,false
观者云集,6,56,false
官报私仇,4,14,false
官卑职小,42,65,false
官偪民反,44,58,false
官逼民反,44,58,false
官仓老鼠,28,52,false
官场如戏,1,32,false
官法如炉,0,12,false
官官相护,1,18,false
官官相为,35,67,false
官官相卫,0,32,false
官虎吏狼,42,49,false
官轻势微,9,41,false
官情纸薄,6,18,false
官样文章,4,14,false
官运亨通,61,74,false
官止神行,56,69,false
冠盖如云,90,99,false
冠盖相望,47,57,false
冠屦倒施,6,51,false
冠绝一时,39,84,false
冠履倒易,14,60,false
冠履倒置,12,48,false
冠冕堂皇,4,10,true
冠袍带履,15,22,false
冠山戴粒,1,33,false
冠上加冠,10,18,false
冠上履下,31,44,false
鳏寡孤独,48,62,false
鳏寡孤茕,0,3,false
鳏寡孤惸,0,14,false
鳏寡茕独,48,62,false
鳏寡惸独,48,62,false
鳏鱼渴凤,52,66,false
管鲍分金,125,145,false
管鲍之交,15,39,false
管城毛颖,2,20,false
管见所及,6,56,false
管窥筐举,44,71,false
